"url","pageType","region","primaryIntent","primaryKeyword","h1","title","metaDescription","mainWordCount","faqCount","internalLinkCount","primaryCta","introQuality","serviceDescriptionQuality","storyStructureQuality","possibleTextDuplicates","possibleLocationConflicts","possibleCannibalization","indexStatus","changePriority","grade","issues","minorIssues"
"/reinigung-bad-abbach","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigungsfirma bad abbach","Endreinigung in Bad Abbach","Reinigungsfirma Bad Abbach | Objekt prüfen lassen","FLOXANT prüft Reinigungsanfragen in Bad Abbach für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Bad Abbach liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität werden...","2766","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-barbing","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung barbing","Endreinigung in Barbing","Wohnungsreinigung Barbing | FLOXANT Anfrage","Reinigungsfirma für Barbing gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Barbing liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-beratzhausen","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung beratzhausen","Endreinigung in Beratzhausen","Reinigung Beratzhausen | Übergabe sauber planen","Endreinigung in Beratzhausen: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Beratzhausen wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-bernhardswald","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung bernhardswald","Endreinigung in Bernhardswald","Wohnungsreinigung Bernhardswald | FLOXANT Anfrage","Reinigungsfirma für Bernhardswald gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Bernhardswald wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-brennberg","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigungsfirma brennberg","Endreinigung in Brennberg","Reinigungsfirma Brennberg | Objekt prüfen lassen","FLOXANT prüft Reinigungsanfragen in Brennberg für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Brennberg wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-brunn","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigungsfirma brunn","Endreinigung in Brunn","Reinigungsfirma Brunn | Objekt prüfen lassen","FLOXANT prüft Reinigungsanfragen in Brunn für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Brunn wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei der...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-burglengenfeld","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","endreinigung burglengenfeld","Endreinigung in Burglengenfeld","Endreinigung Burglengenfeld | Fläche & Termin klären","Reinigung in Burglengenfeld: FLOXANT prüft Fläche, Zustand, Objektart, Termin und Extras für Endreinigung, Übergabe und Objektservice. Burglengenfeld wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-deuerling","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung deuerling","Endreinigung in Deuerling","Wohnungsreinigung Deuerling | FLOXANT Anfrage","Reinigungsfirma für Deuerling gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Deuerling wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-donaustauf","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","endreinigung donaustauf","Endreinigung in Donaustauf","Endreinigung Donaustauf | Fläche & Termin klären","Reinigung in Donaustauf: FLOXANT prüft Fläche, Zustand, Objektart, Termin und Extras für Endreinigung, Übergabe und Objektservice. Donaustauf liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-duggendorf","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigungsfirma duggendorf","Endreinigung in Duggendorf","Reinigungsfirma Duggendorf | Objekt prüfen lassen","FLOXANT prüft Reinigungsanfragen in Duggendorf für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Duggendorf wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-geiselhoering","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung geiselhoering","Endreinigung in Geiselhoering","Wohnungsreinigung Geiselhoering | FLOXANT Anfrage","Reinigungsfirma für Geiselhoering gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Geiselhoering wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-hagelstadt","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung hagelstadt","Endreinigung in Hagelstadt","Wohnungsreinigung Hagelstadt | FLOXANT Anfrage","Reinigungsfirma für Hagelstadt gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Hagelstadt wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-hausen","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung hausen","Endreinigung in Hausen","Reinigung Hausen | Übergabe sauber planen","Endreinigung in Hausen: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Hausen wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei der...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-hemau","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung hemau","Endreinigung in Hemau","Reinigung Hemau | Übergabe sauber planen","Endreinigung in Hemau: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Hemau wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei der...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-holzheim-am-forst","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung holzheim am forst","Endreinigung in Holzheim am Forst","Reinigung Holzheim am Forst | Übergabe sauber planen","Endreinigung in Holzheim am Forst: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Holzheim am Forst wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und...","2842","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-kallmuenz","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung kallmuenz","Endreinigung in Kallmuenz","Wohnungsreinigung Kallmuenz | FLOXANT Anfrage","Reinigungsfirma für Kallmuenz gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Kallmuenz wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-kelheim","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung kelheim","Endreinigung in Kelheim","Wohnungsreinigung Kelheim | FLOXANT Anfrage","Reinigungsfirma für Kelheim gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Kelheim wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","2530","14","18","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-koefering","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung koefering","Endreinigung in Koefering","Reinigung Koefering | Übergabe sauber planen","Endreinigung in Koefering: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Koefering wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-laaber","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung laaber","Endreinigung in Laaber","Wohnungsreinigung Laaber | FLOXANT Anfrage","Reinigungsfirma für Laaber gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Laaber wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-langquaid","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","endreinigung langquaid","Endreinigung in Langquaid","Endreinigung Langquaid | Fläche & Termin klären","Reinigung in Langquaid: FLOXANT prüft Fläche, Zustand, Objektart, Termin und Extras für Endreinigung, Übergabe und Objektservice. Langquaid wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-lappersdorf","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung lappersdorf","Endreinigung in Lappersdorf","Reinigung Lappersdorf | Übergabe sauber planen","Endreinigung in Lappersdorf: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Lappersdorf liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität...","2530","14","18","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-mainburg","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigungsfirma mainburg","Endreinigung in Mainburg","Reinigungsfirma Mainburg | Objekt prüfen lassen","FLOXANT prüft Reinigungsanfragen in Mainburg für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Mainburg wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-mallersdorf-pfaffenberg","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung mallersdorf pfaffenberg","Endreinigung in Mallersdorf Pfaffenberg","Reinigung Mallersdorf Pfaffenberg | Übergabe sauber planen","Endreinigung in Mallersdorf Pfaffenberg: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Mallersdorf Pfaffenberg wird über den FLOXANT-Regensburg-Radius geprüft; Ort,...","2766","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-maxhuette-haidhof","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung maxhuette haidhof","Endreinigung in Maxhuette Haidhof","Wohnungsreinigung Maxhuette Haidhof | FLOXANT Anfrage","Reinigungsfirma für Maxhuette Haidhof gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Maxhuette Haidhof wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und...","2766","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-mintraching","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung mintraching","Endreinigung in Mintraching","Reinigung Mintraching | Übergabe sauber planen","Endreinigung in Mintraching: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Mintraching wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-moetzing","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigungsfirma moetzing","Endreinigung in Moetzing","Reinigungsfirma Moetzing | Objekt prüfen lassen","FLOXANT prüft Reinigungsanfragen in Moetzing für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Moetzing wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-nach-veranstaltung","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung nach veranstaltung & party","Reinigung nach Veranstaltung, Party und Event","Reinigung nach Veranstaltung & Party | FLOXANT","Reinigung nach Party, Firmenfeier, Empfang, Seminar oder Event: Böden, Sanitär, Küche, Müll, Geruch und Übergabe sauber prüfen lassen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","670","5","7","Eventreinigung anfragen -> /buchung?service=reinigung&context=veranstaltung","ausreichend","gut","gut","","","","index, follow","P1","A","",""
"/reinigung-neutraubling","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung neutraubling","Endreinigung in Neutraubling","Reinigung Neutraubling | Übergabe sauber planen","Endreinigung in Neutraubling: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Neutraubling liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität...","2530","14","18","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-nittenau","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigung nittenau","Endreinigung in Nittenau","Reinigung Nittenau | Übergabe sauber planen","Endreinigung in Nittenau: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Nittenau wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-nittendorf","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung nittendorf","Endreinigung in Nittendorf","Wohnungsreinigung Nittendorf | FLOXANT Anfrage","Reinigungsfirma für Nittendorf gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Nittendorf liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-obertraubling","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","endreinigung obertraubling","Endreinigung in Obertraubling","Endreinigung Obertraubling | Fläche & Termin klären","Reinigung in Obertraubling: FLOXANT prüft Fläche, Zustand, Objektart, Termin und Extras für Endreinigung, Übergabe und Objektservice. Obertraubling liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und...","2530","14","18","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-painten","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","wohnungsreinigung painten","Endreinigung in Painten","Wohnungsreinigung Painten | FLOXANT Anfrage","Reinigungsfirma für Painten gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Painten wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","2690","14","19","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/reinigung-pentling","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","reinigungsfirma pentling","Endreinigung in Pentling","Reinigungsfirma Pentling | Objekt prüfen lassen","FLOXANT prüft Reinigungsanfragen in Pentling für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Pentling liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität werden vor...","2530","14","18","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
