aggregateType,sourceFile,sourceRow,query,clicks,impressions,ctrPercent,position,priority,classifications,cluster,service,city,suggestedPrimaryRoute,relationStatus,relationBasis,recommendedAction
QUERY,Suchanfragen.csv,567,küche reinigung,0,1,0,2,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,568,nettoyage,0,1,0,2,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,569,reinigung umzug,0,1,0,2,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,570,reinigungs unternehmen,0,1,0,2,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,571,vergleiche anbieter zum töpfekauf nach preis und garantie,0,1,0,2,P3,NEW_OR_LOW_DATA|IRRELEVANT_QUERY,irrelevant,,,,UNCLEAR,Keine belastbare Übereinstimmung mit dem geprüften FLOXANT-Leistungs- und Rechnerumfang.,Nicht auf eine neue Seite ausrichten; Relevanz manuell bestätigen.
QUERY,Suchanfragen.csv,572,büro reinigung kosten,0,1,0,3,P2,NEW_OR_LOW_DATA|MANUAL_REVIEW,cleaning-calculator-intent,cleaning,,/reinigung-preis-rechner,MANUAL_REVIEW,"Kosten-/Preisabsicht kann Rechner-, Ratgeber- oder Leistungsintention sein und erfordert manuelle Prüfung.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,573,büroreinigungsdienst,0,1,0,3,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,574,erding,0,1,0,3,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,575,maps google regensburg,0,1,0,3,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,576,ok,0,1,0,3,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,577,private kontaktaufnahme,0,1,0,3,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,578,reinigungsfirma gesucht,0,1,0,3,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,579,übergabereinigung,0,1,0,3,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,580,angebot bitte,0,1,0,4,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,581,grund reinigung,0,1,0,4,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,582,haushaltsdienstleistungen,0,1,0,4,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,583,reinigung wohnungsübergabe,0,1,0,4,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,584,einmalige reinigung wohnung,0,1,0,5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,585,entrümpelung in düsseldorf,0,1,0,5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,586,hausreinigungsdienst,0,1,0,5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,587,reinigungsfirmen in der nähe near me trade,0,1,0,5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,588,service düsseldorf,0,1,0,5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,589,umzug münchen haidhausen,0,1,0,5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,590,umzugsfirma straubing,0,1,0,5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,591,umzugsunternehmen in der nähe,0,1,0,5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,592,endreinigung rosenberg,0,1,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,593,entrümpelung berching,0,1,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,594,fenstereinigung,0,1,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,595,fensterreinigung innen und außen,0,1,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,596,kleine umzüge,0,1,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,597,möbel in der nähe,0,1,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,598,wohnung reinigen,0,1,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,599,wohnung reinigung,0,1,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,600,24/7 cleaning,0,1,0,7,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,601,grundreinigung haus vor einzug,0,1,0,7,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,602,"ich brauche eine schnelle und effiziente reinigung für meine 
gewerbeimmobilie, wer kann das leisten?",0,1,0,7,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,603,moving and packing services,0,1,0,7,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,604,preiswerte umzugsfirmen,0,1,0,7,P2,NEW_OR_LOW_DATA|MANUAL_REVIEW,moving-calculator-intent,moving,,/umzug-kosten-rechner,MANUAL_REVIEW,"Kosten-/Preisabsicht kann Rechner-, Ratgeber- oder Leistungsintention sein und erfordert manuelle Prüfung.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,605,relocation,0,1,0,7,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,606,badezimmer grundreinigung,0,1,0,8,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,607,entrümelungsbetrieb,0,1,0,8,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,608,couch cleaner,0,1,0,9,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,609,einmalige reinigung,0,1,0,9,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,610,grundreinigung badezimmer,0,1,0,9,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,611,reinigungsfirma schnaittenbach,0,1,0,9,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,612,sperrgut düsseldorf,0,1,0,9,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,613,entkalkung düsseldorf,0,1,0,10,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,614,glas und fensterreinigung,0,1,0,10,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,615,johanna kinkel straße 1 regensburg,0,1,0,10,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,616,professionelle reinigung von privathaushalten,0,1,0,10,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,617,reinigung praxis,0,1,0,10,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,618,ruckfahrt,0,1,0,10,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,619,spezialreinigung wohnung,0,1,0,10,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,620,commercial cleaning company near me,0,1,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,621,gewerbeauszug,0,1,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,622,gewerbeflächen reinigen,0,1,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,623,kostengünstige reinigung,0,1,0,11,P2,NEW_OR_LOW_DATA|MANUAL_REVIEW,cleaning-calculator-intent,cleaning,,/reinigung-preis-rechner,MANUAL_REVIEW,"Kosten-/Preisabsicht kann Rechner-, Ratgeber- oder Leistungsintention sein und erfordert manuelle Prüfung.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,624,reinigung dienstleistung,0,1,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,625,reinigung haushaltsreinigung praxisreinigung,0,1,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,626,umzugsfirma digitalisieren,0,1,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,627,umzugsunternehmen neumarkt i.d.opf.,0,1,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,628,umzüge und transporte,0,1,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,629,unternehmen in düsseldorf,0,1,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,630,viola reinigungsfirma,0,1,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,631,wohnungsentrümpelung,0,1,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,632,cleaning work near me,0,1,0,12,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,633,gewerbeimmobilien reinigung,0,1,0,12,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,634,günstige umzugshelfer,0,1,0,12,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,635,klaviertransport etagenwohnung,0,1,0,12,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,636,regensburg maps,0,1,0,12,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,637,reinigung landau isar,0,1,0,12,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,638,umzugsunternehmen weiden i.d.opf.,0,1,0,12,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,639,airbnb cleaning company,0,1,0,13,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,640,auszugsreinigung,0,1,0,13,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,641,commercial property cleaning,0,1,0,13,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,642,parkhausreinigung düsseldorf,0,1,0,13,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,643,professioneller reinigungsservice mit entrümpelungen für firmen in kamen,0,1,0,13,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,644,umzug und transport,0,1,0,13,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,645,airbnb cleaning service,0,1,0,14,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,646,bestes umzugsunternehmen,0,1,0,14,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,647,deep cleaning services,0,1,0,14,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,648,entrümpelung,0,1,0,14,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,649,gebäudereiniger düsseldorf,0,1,0,14,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
